city,city_ascii,province_id,province_name,lat,lng,population,density,timezone,ranking,postal,id
Saint-Elzéar,Saint-Elzear,QC,Quebec,46.4,-71.0667,2107.0,24.1,America/Toronto,4,G0S,1124069879
Hinchinbrooke,Hinchinbrooke,QC,Quebec,45.05,-74.1,2103.0,14.1,America/Toronto,3,J0S,1124000812
Dundurn No. 314,Dundurn No. 314,SK,Saskatchewan,51.8261,-106.5416,2101.0,2.6,America/Regina,4,S0K S7C,1124000094
Saint-François-Xavier-de-Brompton,Saint-Francois-Xavier-de-Brompton,QC,Quebec,45.5333,-72.05,2101.0,21.5,America/Toronto,4,J0B,1124331796
Papineauville,Papineauville,QC,Quebec,45.6167,-75.0167,2101.0,34.3,America/Toronto,3,J0V,1124866604
Prairie View,Prairie View,MB,Manitoba,50.3304,-100.9803,2088.0,1.2,America/Winnipeg,4,R0J R0M,1124001412
Saint-Ignace-de-Loyola,Saint-Ignace-de-Loyola,QC,Quebec,46.0667,-73.1333,2086.0,57.7,America/Toronto,3,J0K,1124837640
Central Manitoulin,Central Manitoulin,ON,Ontario,45.7167,-82.2,2084.0,4.8,America/Toronto,3,P0P,1124001582
Glovertown,Glovertown,NL,Newfoundland and Labrador,48.6667,-54.05,2083.0,29.6,America/St_Johns,3,A0G,1124282877
Tofield,Tofield,AB,Alberta,53.3703,-112.6667,2081.0,253.4,America/Edmonton,3,T0B,1124392098
Madoc,Madoc,ON,Ontario,44.5833,-77.5167,2078.0,7.9,America/Toronto,3,K0K,1124600331
Sainte-Anne-de-Sabrevois,Sainte-Anne-de-Sabrevois,QC,Quebec,45.2,-73.2167,2074.0,46.3,America/Toronto,3,J0J,1124001436
Sainte-Anne-de-la-Pérade,Sainte-Anne-de-la-Perade,QC,Quebec,46.5833,-72.2,2072.0,18.8,America/Toronto,3,G0X,1124630006
Saint-Damien-de-Buckland,Saint-Damien-de-Buckland,QC,Quebec,46.6333,-70.6667,2071.0,25.2,America/Toronto,4,G0R,1124710733
Baker Lake,Baker Lake,NU,Nunavut,64.3287,-96.0308,2069.0,11.4,America/Rankin_Inlet,4,X0C,1124826935
Saint-Ferdinand,Saint-Ferdinand,QC,Quebec,46.1,-71.5667,2067.0,15.1,America/Toronto,3,G0N,1124190438
Pouch Cove,Pouch Cove,NL,Newfoundland and Labrador,47.767,-52.767,2063.0,35.4,America/St_Johns,3,A0A,1124198879
Britannia No. 502,Britannia No. 502,SK,Saskatchewan,53.4236,-109.7772,2061.0,2.3,America/Edmonton,4,S9V,1124000458
Saint-Fulgence,Saint-Fulgence,QC,Quebec,48.45,-70.9,2061.0,5.9,America/Toronto,4,G0V,1124969917
Digby,Digby,NS,Nova Scotia,44.6222,-65.7606,2060.0,654.6,America/Halifax,3,B0V,1124797865
Manouane,Manouane,QC,Quebec,47.2091,-74.3833,2060.0,258.4,America/Toronto,3,J0K,1124764304
Saint-Gervais,Saint-Gervais,QC,Quebec,46.7167,-70.8833,2058.0,23.1,America/Toronto,4,G0R,1124488792
Saint-Alexandre-de-Kamouraska,Saint-Alexandre-de-Kamouraska,QC,Quebec,47.6817,-69.625,2050.0,18.4,America/Toronto,4,G0L,1124090811
Saint-Marc-sur-Richelieu,Saint-Marc-sur-Richelieu,QC,Quebec,45.6833,-73.2,2050.0,33.8,America/Toronto,4,J0L,1124009496
Mandeville,Mandeville,QC,Quebec,46.3667,-73.35,2043.0,6.3,America/Toronto,3,J0K,1124912146
Caplan,Caplan,QC,Quebec,48.1,-65.6833,2039.0,23.7,America/Toronto,3,G0C,1124049436
Allardville,Allardville,NB,New Brunswick,47.4321,-65.4383,2032.0,3.1,America/Moncton,4,E8L,1124442131
Saint-Damien,Saint-Damien,QC,Quebec,46.33,-73.48,2020.0,7.9,America/Toronto,3,J0K,1124745807
Lac-Nominingue,Lac-Nominingue,QC,Quebec,46.4,-75.0333,2019.0,6.6,America/Toronto,3,J0W,1124245371
Obedjiwan,Obedjiwan,QC,Quebec,48.6686,-74.9289,2019.0,234.4,America/Toronto,3,G0W,1124832696
Rama,Rama,SK,Saskatchewan,51.7578,-103.0008,2016.0,3087.3,America/Regina,2,S0A,1124000936
Deloraine-Winchester,Deloraine-Winchester,MB,Manitoba,49.1775,-100.4322,2011.0,2.0,America/Winnipeg,4,R0M,1124000085
Oakland-Wawanesa,Oakland-Wawanesa,MB,Manitoba,49.6208,-99.8481,2011.0,2.9,America/Winnipeg,4,R0K,1124000206
Brenda-Waskada,Brenda-Waskada,MB,Manitoba,49.1775,-100.7019,2011.0,0.9,America/Winnipeg,4,R0M,1124000292
Russell-Binscarth,Russell-Binscarth,MB,Manitoba,50.7272,-101.3689,2011.0,4.3,America/Winnipeg,4,R0J,1124000326
Ellice-Archie,Ellice-Archie,MB,Manitoba,50.3239,-101.2729,2011.0,0.8,America/Winnipeg,4,R0M,1124000366
Souris-Glenwood,Souris-Glenwood,MB,Manitoba,49.6208,-100.2581,2011.0,4.4,America/Winnipeg,4,R0K,1124000381
Riverdale,Riverdale,MB,Manitoba,49.975,-100.2789,2011.0,3.7,America/Winnipeg,3,R0K,1124000402
Pembina,Pembina,MB,Manitoba,49.1775,-98.5408,2011.0,2.1,America/Winnipeg,3,R0G,1124000460
Wallace-Woodworth,Wallace-Woodworth,MB,Manitoba,49.9156,-100.9389,2011.0,1.5,America/Winnipeg,4,R0M,1124000533
Lorne,Lorne,MB,Manitoba,49.4436,-98.7494,2011.0,3.3,America/Winnipeg,3,R0G R0K,1124000596
Yellowhead,Yellowhead,MB,Manitoba,50.4847,-100.4828,2011.0,1.8,America/Winnipeg,4,R0J,1124000631
Swan Valley West,Swan Valley West,MB,Manitoba,51.9978,-101.3944,2011.0,1.6,America/Winnipeg,3,R0L,1124000683
Grey,Grey,MB,Manitoba,49.7094,-98.0736,2011.0,2.8,America/Winnipeg,4,R0G,1124000699
Gilbert Plains,Gilbert Plains,MB,Manitoba,51.1547,-100.4381,2011.0,1.4,America/Winnipeg,4,R0L,1124524030
Norfolk-Treherne,Norfolk-Treherne,MB,Manitoba,49.6653,-98.5967,2011.0,2.4,America/Winnipeg,4,R0G,1124000889
Emerson-Franklin,Emerson-Franklin,MB,Manitoba,49.1333,-97.0331,2011.0,2.6,America/Winnipeg,3,R0A,1124000940
Sifton,Sifton,MB,Manitoba,49.6653,-100.6678,2011.0,2.6,America/Winnipeg,3,R0M,1124001004
Grassland,Grassland,MB,Manitoba,49.4306,-100.3103,2011.0,1.2,America/Winnipeg,4,R0K R0M,1124001149
Louise,Louise,MB,Manitoba,49.1772,-98.8794,2011.0,2.0,America/Winnipeg,4,R0G R0K,1124001192
Ste. Rose,Ste. Rose,MB,Manitoba,51.0222,-99.4306,2011.0,2.7,America/Winnipeg,4,R0J R0L,1124001220
Cartwright-Roblin,Cartwright-Roblin,MB,Manitoba,49.1331,-99.2797,2011.0,1.8,America/Winnipeg,3,R0K,1124001248
Mossey River,Mossey River,MB,Manitoba,51.755,-99.9664,2011.0,1.0,America/Winnipeg,4,R0L,1124001378
Lakeshore,Lakeshore,MB,Manitoba,51.244,-99.6562,2011.0,1.1,America/Winnipeg,4,R0L,1124001415
Riding Mountain West,Riding Mountain West,MB,Manitoba,50.8347,-101.0961,2011.0,0.9,America/Winnipeg,3,R0J,1124001496
Clanwilliam-Erickson,Clanwilliam-Erickson,MB,Manitoba,50.5061,-99.8156,2011.0,2.5,America/Winnipeg,4,R0J,1124001796
Glenboro-South Cypress,Glenboro-South Cypress,MB,Manitoba,49.665,-99.3708,2011.0,1.4,America/Winnipeg,4,R0K,1124001832
North Norfolk,North Norfolk,MB,Manitoba,49.9308,-98.8356,2011.0,3.3,America/Winnipeg,4,R0H,1124001856
Reinland,Reinland,MB,Manitoba,49.1331,-97.5942,2011.0,6.2,America/Winnipeg,3,R0G,1124389945
Minitonas-Bowsman,Minitonas-Bowsman,MB,Manitoba,52.1433,-100.9772,2011.0,1.4,America/Winnipeg,4,R0L,1124001902
Kippens,Kippens,NL,Newfoundland and Labrador,48.5492,-58.6236,2008.0,140.3,America/St_Johns,3,A2N,1124001147
Saint-Gédéon,Saint-Gedeon,QC,Quebec,48.5,-71.7667,2001.0,31.5,America/Toronto,3,G0W,1124458135
Lumby,Lumby,BC,British Columbia,50.2494,-118.9656,2000.0,379.5,America/Vancouver,3,V0E,1124173367
Kingsey Falls,Kingsey Falls,QC,Quebec,45.85,-72.0667,2000.0,28.7,America/Toronto,3,J0A,1124274388
Provost,Provost,AB,Alberta,52.3539,-110.2686,1998.0,423.0,America/Edmonton,3,T0B,1124659213
Saint-Charles,Saint-Charles,NB,New Brunswick,46.6692,-65.0184,1997.0,11.4,America/Moncton,4,E4W,1124000730
Swift Current No. 137,Swift Current No. 137,SK,Saskatchewan,50.2211,-107.8559,1995.0,1.8,America/Swift_Current,4,S0N S9H,1124000742
Mattawa,Mattawa,ON,Ontario,46.3167,-78.7,1993.0,544.8,America/Toronto,3,P0H,1124041230
Blucher,Blucher,SK,Saskatchewan,52.0134,-106.2176,1984.0,2.5,America/Regina,4,S0K S7B,1124237296
L'Ascension-de-Notre-Seigneur,L'Ascension-de-Notre-Seigneur,QC,Quebec,48.7,-71.6833,1983.0,15.0,America/Toronto,4,G0W,1124000873
Bow Island,Bow Island,AB,Alberta,49.8667,-111.3667,1983.0,341.6,America/Edmonton,3,T0K,1124002843
Barraute,Barraute,QC,Quebec,48.4333,-77.6333,1980.0,4.0,America/Toronto,3,J0Y,1124495319
One Hundred Mile House,One Hundred Mile House,BC,British Columbia,51.6413,-121.3127,1980.0,37.2,America/Vancouver,4,V0K,1124920746
Saint-Liguori,Saint-Liguori,QC,Quebec,46.0167,-73.5667,1976.0,39.1,America/Toronto,4,J0K,1124672824
Saint Mary,Saint Mary,NB,New Brunswick,46.3987,-64.8681,1972.0,8.3,America/Moncton,4,E4S,1124001508
Saint-Patrice-de-Sherrington,Saint-Patrice-de-Sherrington,QC,Quebec,45.1667,-73.5167,1971.0,21.3,America/Toronto,3,J0L,1124878423
Fox Creek,Fox Creek,AB,Alberta,54.395,-116.8092,1971.0,159.4,America/Edmonton,3,T0H,1124001709
Lumsden No. 189,Lumsden No. 189,SK,Saskatchewan,50.6734,-104.7686,1968.0,2.4,America/Regina,4,S0G,1124001061
Dawn-Euphemia,Dawn-Euphemia,ON,Ontario,42.7,-82.0167,1967.0,4.4,America/Toronto,3,N0P,1124000898
Chapleau,Chapleau,ON,Ontario,47.8333,-83.4,1964.0,138.2,America/Toronto,3,P0M,1124518288
Saint-Esprit,Saint-Esprit,QC,Quebec,45.9,-73.6667,1963.0,36.4,America/Toronto,3,J0K,1124001003
Montague,Montague,PE,Prince Edward Island,46.1652,-62.65,1961.0,620.8,America/Halifax,3,,1124079838
Mashteuiatsh,Mashteuiatsh,QC,Quebec,48.569,-72.2495,1957.0,134.9,America/Toronto,4,G0W,1124000997
Saint-François-du-Lac,Saint-Francois-du-Lac,QC,Quebec,46.0667,-72.8333,1957.0,30.4,America/Toronto,3,J0G,1124010410
Petit Rocher,Petit Rocher,NB,New Brunswick,47.7839,-65.7159,1954.0,432.2,America/Moncton,3,E8J,1124808094
Eel River Crossing,Eel River Crossing,NB,New Brunswick,48.0125,-66.4208,1953.0,29.8,America/Moncton,3,E8E,1124000490
Millet,Millet,AB,Alberta,53.0978,-113.4728,1945.0,522.9,America/Edmonton,3,T0C,1124327149
Ucluelet,Ucluelet,BC,British Columbia,48.9358,-125.5433,1940.0,264.5,America/Vancouver,3,V0R,1124290800
Vallée-Jonction,Vallee-Jonction,QC,Quebec,46.3667,-70.9167,1940.0,76.6,America/Toronto,4,G0S,1124672986
Manitouwadge,Manitouwadge,ON,Ontario,49.1333,-85.8333,1937.0,5.5,America/Toronto,3,P0T,1124548320
Wellington,Wellington,ON,Ontario,43.9579,-77.3534,1932.0,275.4,America/Toronto,3,,1124209670
Frontenac Islands,Frontenac Islands,ON,Ontario,44.2,-76.3833,1930.0,10.9,America/Toronto,3,K7G K0H,1124000098
Point Edward,Point Edward,ON,Ontario,42.9931,-82.4083,1930.0,585.0,America/Detroit,3,N7T N7V,1124647566
Picture Butte,Picture Butte,AB,Alberta,49.8731,-112.78,1930.0,639.7,America/Edmonton,3,T0K,1124001015
Manners Sutton,Manners Sutton,NB,New Brunswick,45.6417,-67.0609,1920.0,3.7,America/Moncton,4,E6K,1124811576
Fort Qu’Appelle,Fort Qu'Appelle,SK,Saskatchewan,50.7667,-103.7833,1919.0,363.2,America/Regina,3,S0G,1124904751
Vulcan,Vulcan,AB,Alberta,50.4,-113.25,1917.0,302.3,America/Edmonton,3,T0L,1124607765
Chetwynd,Chetwynd,BC,British Columbia,55.6972,-121.6333,1917.0,181.7,America/Dawson_Creek,3,V0C,1124001005
Indian Head,Indian Head,SK,Saskatchewan,50.5333,-103.6667,1910.0,602.0,America/Regina,3,S0G,1124084038
Wabush,Wabush,NL,Newfoundland and Labrador,52.9081,-66.869,1906.0,41.2,America/Goose_Bay,3,A0R,1124012604
Saint-Fabien,Saint-Fabien,QC,Quebec,48.3,-68.87,1906.0,15.9,America/Toronto,4,G0L,1124462554
Harrison Hot Springs,Harrison Hot Springs,BC,British Columbia,49.3,-121.7819,1905.0,347.3,America/Vancouver,3,V0M,1124001888
Watrous,Watrous,SK,Saskatchewan,51.6841,-105.4661,1900.0,170.1,America/Regina,4,S0K,1124468381
North Frontenac,North Frontenac,ON,Ontario,44.95,-76.9,1898.0,1.6,America/Toronto,3,K0H,1124000803
Lac-Supérieur,Lac-Superieur,QC,Quebec,46.2,-74.4667,1892.0,5.1,America/Toronto,3,J0T,1124000862
Les Escoumins,Les Escoumins,QC,Quebec,48.35,-69.4,1891.0,7.0,America/Toronto,3,G0T,1124123618
Richibucto,Richibucto,NB,New Brunswick,46.6189,-64.8385,1887.0,7.6,America/Moncton,4,E4W,1124000569
Terrasse-Vaudreuil,Terrasse-Vaudreuil,QC,Quebec,45.4,-73.9833,1887.0,1782.4,America/Toronto,3,J7V,1124001658
Rivière-Beaudette,Riviere-Beaudette,QC,Quebec,45.2333,-74.3333,1885.0,101.9,America/Toronto,3,J0P,1124687157
Orkney No. 244,Orkney No. 244,SK,Saskatchewan,51.2557,-102.6469,1883.0,2.4,America/Regina,4,S3N,1124000139
Saint-Barthélemy,Saint-Barthelemy,QC,Quebec,46.1833,-73.1333,1883.0,17.9,America/Toronto,4,J0K,1124598418
Komoka,Komoka,ON,Ontario,42.958,-81.4001,1882.0,1691.5,America/Toronto,3,N0L,1124109518
Nisga'a,Nisga'a,BC,British Columbia,55.1078,-129.4293,1880.0,0.9,America/Vancouver,4,V0J,1124000744
Austin,Austin,QC,Quebec,45.1833,-72.2833,1880.0,25.5,America/Toronto,3,J0B,1124000885
Saint-Paul-de-l'Île-aux-Noix,Saint-Paul-de-l'Ile-aux-Noix,QC,Quebec,45.1333,-73.2833,1877.0,63.4,America/Toronto,3,J0J,1124000680
Behchokò,Behchoko,NT,Northwest Territories,62.8184,-115.9933,1874.0,24.9,America/Yellowknife,4,X0E,1124001992
Saint-Cyprien-de-Napierville,Saint-Cyprien-de-Napierville,QC,Quebec,45.1833,-73.4167,1869.0,19.2,America/Toronto,3,J0J,1124000843
Valleyview,Valleyview,AB,Alberta,55.0686,-117.2683,1863.0,199.9,America/Edmonton,3,T0H,1124211786
Déléage,Deleage,QC,Quebec,46.3833,-75.9167,1856.0,7.5,America/Toronto,4,J9E,1124001615
Potton,Potton,QC,Quebec,45.0833,-72.3667,1849.0,7.1,America/Toronto,3,J0E,1124000571
Sainte-Béatrix,Sainte-Beatrix,QC,Quebec,46.2,-73.6167,1849.0,22.0,America/Toronto,3,J0K,1124233714
Saint-Georges-de-Cacouna,Saint-Georges-de-Cacouna,QC,Quebec,47.9167,-69.5,1848.0,29.4,America/Toronto,3,G0L,1124882699
Lakeview,Lakeview,BC,British Columbia,49.9026,-119.5699,1847.0,73.7,America/Vancouver,4,V1Z,1124001451
Sainte-Justine,Sainte-Justine,QC,Quebec,46.4,-70.35,1845.0,14.6,America/Toronto,3,G0R,1124340970
Saint-Valérien-de-Milton,Saint-Valerien-de-Milton,QC,Quebec,45.5667,-72.7167,1840.0,17.1,America/Toronto,3,J0H,1124253518
Saint-Cuthbert,Saint-Cuthbert,QC,Quebec,46.15,-73.2333,1839.0,13.9,America/Toronto,3,J0K,1124546028
Saint-Blaise-sur-Richelieu,Saint-Blaise-sur-Richelieu,QC,Quebec,45.2167,-73.2833,1837.0,26.3,America/Toronto,3,J0J,1124693015
Middleton,Middleton,NS,Nova Scotia,44.9418,-65.0686,1832.0,329.1,America/Halifax,3,B0S,1124792393
Kamsack,Kamsack,SK,Saskatchewan,51.565,-101.8947,1825.0,311.8,America/Regina,3,S0A,1124566093
Carberry,Carberry,MB,Manitoba,49.8689,-99.3594,1823.0,350.7,America/Winnipeg,3,R0K,1124314305
Saint-Joseph-de-Coleraine,Saint-Joseph-de-Coleraine,QC,Quebec,45.97,-71.37,1820.0,14.4,America/Toronto,4,G0N,1124000088
Trinity Bay North,Trinity Bay North,NL,Newfoundland and Labrador,48.4978,-53.086,1819.0,71.5,America/St_Johns,4,A0C,1124001498
Pointe-Lebel,Pointe-Lebel,QC,Quebec,49.1667,-68.2,1817.0,21.2,America/Toronto,4,G0H,1124216164
Grenville,Grenville,QC,Quebec,45.6333,-74.6,1816.0,644.6,America/Toronto,3,J0V,1124831011
Saint-Michel-de-Bellechasse,Saint-Michel-de-Bellechasse,QC,Quebec,46.8667,-70.9167,1816.0,41.0,America/Toronto,3,G0R,1124972269
Sainte-Angèle-de-Monnoir,Sainte-Angele-de-Monnoir,QC,Quebec,45.3833,-73.1,1812.0,39.9,America/Toronto,3,J0L,1124001386
Champlain,Champlain,QC,Quebec,46.45,-72.35,1807.0,31.1,America/Toronto,3,G0X,1124942363
Sacré-Coeur-Saguenay,Sacre-Coeur-Saguenay,QC,Quebec,48.2479,-69.854,1803.0,5.9,America/Toronto,4,G0T,1124365978
Saint-Louis,Saint-Louis,NB,New Brunswick,46.7048,-65.1046,1802.0,7.0,America/Moncton,4,E4X,1124001801
Saint-Lucien,Saint-Lucien,QC,Quebec,45.8667,-72.2667,1801.0,16.2,America/Toronto,4,J0C,1124000172
Victoria,Victoria,NL,Newfoundland and Labrador,47.7675,-53.2411,1800.0,102.0,America/St_Johns,3,A0A,1124985055
Lumsden,Lumsden,SK,Saskatchewan,50.6463,-104.8676,1800.0,366.0,America/Regina,3,S0G,1124301488
Saint-Robert,Saint-Robert,QC,Quebec,45.9667,-73.0,1794.0,27.7,America/Toronto,3,J0G,1124000874
Armstrong,Armstrong,MB,Manitoba,50.64,-97.495,1792.0,1.0,America/Winnipeg,3,R0C,1124000801
Keremeos,Keremeos,BC,British Columbia,49.2025,-119.8294,1791.0,717.5,America/Vancouver,3,V0X,1124920590
Regina Beach,Regina Beach,SK,Saskatchewan,50.79,-104.99,1790.0,332.7,America/Regina,3,S0G,1124000991
La Guadeloupe,La Guadeloupe,QC,Quebec,45.95,-70.93,1787.0,54.8,America/Toronto,3,G0M,1124124557
Sutton,Sutton,QC,Quebec,45.1037248954726,-72.6180936643302,1787.0,197.7,America/Toronto,4,J0E,1124001526
Saint Andrews,Saint Andrews,NB,New Brunswick,45.074,-67.0521,1786.0,213.9,America/Moncton,3,E5B,1124559218
Saint-Placide,Saint-Placide,QC,Quebec,45.5333,-74.2,1784.0,41.6,America/Toronto,3,J0V,1124722091
Grunthal,Grunthal,MB,Manitoba,49.4065,-96.8603,1782.0,661.2,America/Winnipeg,3,R0A,1124001008
Povungnituk,Povungnituk,QC,Quebec,60.0477,-77.2751,1779.0,20.6,America/Toronto,4,J0M,1124176799
Pointe-des-Cascades,Pointe-des-Cascades,QC,Quebec,45.3333,-73.9667,1775.0,646.8,America/Toronto,3,J0P,1124001740
Deseronto,Deseronto,ON,Ontario,44.2,-77.05,1774.0,705.7,America/Toronto,3,K0K,1124824752
Lamont,Lamont,AB,Alberta,53.7603,-112.7778,1774.0,192.8,America/Edmonton,3,T0B,1124567192
Chambord,Chambord,QC,Quebec,48.4333,-72.0667,1773.0,14.6,America/Toronto,3,G0W,1124404193
Maugerville,Maugerville,NB,New Brunswick,46.1301,-66.2859,1772.0,1.9,America/Moncton,4,E3A,1124001594
Dudswell,Dudswell,QC,Quebec,45.5833,-71.5833,1771.0,8.1,America/Toronto,3,J0B,1124209090
Nipissing,Nipissing,ON,Ontario,46.05,-79.55,1769.0,4.6,America/Toronto,3,P0H,1124001066
Shaunavon,Shaunavon,SK,Saskatchewan,49.651,-108.412,1769.0,344.2,America/Swift_Current,3,S0N,1124484836
Wynyard,Wynyard,SK,Saskatchewan,51.7667,-104.1833,1767.0,334.1,America/Regina,3,S0A,1124699826
Cambridge Bay,Cambridge Bay,NU,Nunavut,69.1528,-105.1707,1766.0,8.7,America/Cambridge_Bay,4,X0B,1124596377
Dalmeny,Dalmeny,SK,Saskatchewan,52.3411,-106.7733,1766.0,537.8,America/Regina,3,S0K,1124962648
Saint-Narcisse,Saint-Narcisse,QC,Quebec,46.5667,-72.4667,1762.0,16.8,America/Toronto,3,G0X,1124808791
Waswanipi,Waswanipi,QC,Quebec,49.7883,-75.9544,1759.0,4.2,America/Toronto,4,J0Y,1124000056
Inukjuak,Inukjuak,QC,Quebec,58.4824,-78.1309,1757.0,31.6,America/Toronto,4,J0M,1124369757
Balgonie,Balgonie,SK,Saskatchewan,50.488,-104.269,1756.0,369.2,America/Regina,3,S0G,1124001148
Piney,Piney,MB,Manitoba,49.2069,-95.8333,1755.0,0.0,America/Winnipeg,3,R0A,1124958787
Warfield,Warfield,BC,British Columbia,49.0953,-117.7344,1753.0,929.3,America/Vancouver,3,V1R,1124000473
Saint-Zacharie,Saint-Zacharie,QC,Quebec,46.1333,-70.3667,1751.0,9.4,America/Toronto,4,G0M,1124927704
Hemmingford,Hemmingford,QC,Quebec,45.0833,-73.5833,1747.0,11.1,America/Toronto,3,J0L,1124000648
Saint-Pierre-de-l'Île-d'Orléans,Saint-Pierre-de-l'Ile-d'Orleans,QC,Quebec,46.8833,-71.0667,1743.0,55.1,America/Toronto,3,G0A,1124000266
Kensington,Kensington,PE,Prince Edward Island,46.4333,-63.65,1743.0,537.9,America/Halifax,3,C0B,1124918690
Shelburne,Shelburne,NS,Nova Scotia,43.7633,-65.3236,1743.0,197.2,America/Halifax,3,B0T,1124659892
Saint-Clet,Saint-Clet,QC,Quebec,45.35,-74.22,1738.0,44.3,America/Toronto,3,J0P,1124001293
Blumenort,Blumenort,MB,Manitoba,49.6033,-96.7006,1738.0,548.2,America/Winnipeg,3,R0A,1124001566
Brighton,Brighton,NB,New Brunswick,46.3316,-67.3585,1735.0,3.4,America/Moncton,4,E7L E7P,1124001133
Saint-Antoine,Saint-Antoine,NB,New Brunswick,46.3629,-64.753,1733.0,274.3,America/Moncton,3,E4V,1124873921
Northampton,Northampton,NB,New Brunswick,46.1313,-67.4713,1724.0,7.1,America/Moncton,4,E7N,1124001603
Flat Rock,Flat Rock,NL,Newfoundland and Labrador,47.7086,-52.7144,1722.0,95.1,America/St_Johns,3,A1K,1124195076
Saint-Ours,Saint-Ours,QC,Quebec,45.8833,-73.15,1721.0,29.0,America/Toronto,3,J0G,1124177651
Stephenville Crossing,Stephenville Crossing,NL,Newfoundland and Labrador,48.5167,-58.4167,1719.0,55.1,America/St_Johns,3,A0N,1124113007
Sainte-Anne-de-la-Pocatière,Sainte-Anne-de-la-Pocatiere,QC,Quebec,47.35,-70.0,1717.0,31.1,America/Toronto,3,G0R,1124000130
Popkum,Popkum,BC,British Columbia,49.1911,-121.7553,1710.0,268.2,America/Vancouver,3,V0X,1124000726
Notre-Dame-du-Bon-Conseil,Notre-Dame-du-Bon-Conseil,QC,Quebec,46.0,-72.35,1708.0,406.5,America/Toronto,3,J0C,1124217511
Fisher,Fisher,MB,Manitoba,51.0825,-97.6611,1708.0,1.2,America/Winnipeg,4,R0C,1124001091
Sainte-Clotilde,Sainte-Clotilde,QC,Quebec,45.15,-73.6833,1704.0,21.6,America/Toronto,3,J0L,1124121082
Lantz,Lantz,NS,Nova Scotia,44.9894,-63.4736,1703.0,573.6,America/Halifax,3,B2S,1124980158
Wicklow,Wicklow,NB,New Brunswick,46.5017,-67.7067,1697.0,8.7,America/Moncton,4,E7K E7L,1124000344
Nouvelle,Nouvelle,QC,Quebec,48.1333,-66.3167,1689.0,7.3,America/Toronto,3,G0C,1124064051
Wasagamack,Wasagamack,MB,Manitoba,53.9056,-94.9412,1689.0,17.3,America/Winnipeg,4,R0B,1124000650
Rosthern,Rosthern,SK,Saskatchewan,52.65,-106.3333,1688.0,392.0,America/Regina,3,S0K,1124886826
Yamaska,Yamaska,QC,Quebec,46.0236,-72.9391,1687.0,23.2,America/Toronto,4,J0G,1124001651
Neguac,Neguac,NB,New Brunswick,47.2333,-65.05,1684.0,62.9,America/Moncton,3,E9G,1124936735
Saint-Antoine-de-Tilly,Saint-Antoine-de-Tilly,QC,Quebec,46.6667,-71.5833,1682.0,28.1,America/Toronto,4,G0S,1124590960
Igloolik,Igloolik,NU,Nunavut,69.3817,-81.6811,1682.0,16.3,America/Iqaluit,4,X0A,1124253277
Whitehead,Whitehead,MB,Manitoba,49.7981,-100.2575,1679.0,2.9,America/Winnipeg,4,R7A R0K,1124001853
Saint-Élie-de-Caxton,Saint-Elie-de-Caxton,QC,Quebec,46.4833,-72.9667,1676.0,14.2,America/Toronto,3,G0X,1124000951
Balmoral,Balmoral,NB,New Brunswick,47.9667,-66.45,1674.0,38.6,America/Moncton,3,E8E,1124774000
Price,Price,QC,Quebec,48.6017,-68.1227,1673.0,646.0,America/Toronto,3,G0J,1124592512
Rosedale,Rosedale,MB,Manitoba,50.4397,-99.5389,1672.0,1.9,America/Winnipeg,4,R0J,1124000230
Saint-Jacques-le-Mineur,Saint-Jacques-le-Mineur,QC,Quebec,45.2833,-73.4167,1672.0,24.9,America/Toronto,3,J0J,1124000320
Coombs,Coombs,BC,British Columbia,49.3008,-124.4049,1672.0,107.4,America/Vancouver,4,V0R,1124001663
Val-Joli,Val-Joli,QC,Quebec,45.6,-71.97,1671.0,18.2,America/Toronto,4,J1S,1124000422
Southesk,Southesk,NB,New Brunswick,46.9901,-66.4336,1666.0,0.7,America/Moncton,4,E9E,1124001519
Huron Shores,Huron Shores,ON,Ontario,46.2833,-83.2,1664.0,3.8,America/Toronto,3,P0R,1124000756
Saint-Antoine-sur-Richelieu,Saint-Antoine-sur-Richelieu,QC,Quebec,45.7833,-73.1833,1659.0,25.2,America/Toronto,4,J0L,1124151577
Saint-Pacôme,Saint-Pacome,QC,Quebec,47.4,-69.95,1658.0,57.5,America/Toronto,4,G0L,1124275513
Saint-Stanislas-de-Kostka,Saint-Stanislas-de-Kostka,QC,Quebec,45.18,-74.13,1654.0,28.7,America/Toronto,3,J0S,1124267249
Saint-Jacques,Saint-Jacques,NB,New Brunswick,47.5634,-68.3693,1652.0,5.5,America/Moncton,4,E7B,1124840998
Frontenac,Frontenac,QC,Quebec,45.58,-70.83,1650.0,7.4,America/Toronto,4,G6B,1124001833
Stuartburn,Stuartburn,MB,Manitoba,49.1331,-96.5158,1648.0,1.4,America/Winnipeg,3,R0A,1124000992
Sainte-Émélie-de-l'Énergie,Sainte-Emelie-de-l'Energie,QC,Quebec,46.3167,-73.65,1644.0,10.7,America/Toronto,3,J0K,1124367776
Saint-Charles-sur-Richelieu,Saint-Charles-sur-Richelieu,QC,Quebec,45.6833,-73.1833,1643.0,25.2,America/Toronto,3,J0H,1124477144
Nipigon,Nipigon,ON,Ontario,49.0153,-88.2683,1642.0,15.0,America/Toronto,3,P0T,1124361489
